Date,Site,Trap,Mass,Notes,QA/QC
8/23/2019,RIST,3,0.109,,
8/23/2019,RIST,4,0.036,,
8/23/2019,RIST,5,0.098,,
8/23/2019,RIST,6,0,,
8/30/2019,AUCA,1,0.265,,
8/30/2019,AUCA,2,0.024,,
8/30/2019,AUCA,3,0.028,,
8/30/2019,AUCA,4,0.063,,
8/30/2019,AUCA,5,0.051,,
8/30/2019,AUCA,6,0.007,,
8/30/2019,BACA,1,0.101,,
8/30/2019,BACA,2,0.001,,
8/30/2019,BACA,3,0.083,,
8/30/2019,BACA,5,0.035,,
8/30/2019,BACA,6,0.094,,
8/30/2019,BACA,4,0,,
8/30/2019,BIVA,1,0.005,,
8/30/2019,BIVA,2,0.005,,
8/30/2019,BIVA,3,0.026,,
8/30/2019,BIVA,4,0.152,,
8/30/2019,BIVA,5,0.063,,
8/30/2019,BIVA,6,0.022,,
8/30/2019,BOWA,1,0.01,,
8/30/2019,BOWA,2,0.03,,
8/30/2019,BOWA,3,0.013,,
8/30/2019,BOWA,4,0.006,,
8/30/2019,BOWA,5,0.129,,
8/30/2019,BOWA,6,0.029,,
8/30/2019,COFR,1,0.039,,
8/30/2019,COFR,2,0.017,,
8/30/2019,COFR,3,0.001,,
8/30/2019,COFR,4,0.007,,
8/30/2019,COFR,5,0.009,,
8/30/2019,COFR,6,0.025,,
8/30/2019,DEMI,1,0.115,,
8/30/2019,DEMI,2,0.062,,
8/30/2019,DEMI,3,0.051,,
8/30/2019,DEMI,4,0.112,,
8/30/2019,DEMI,6,0.145,,
8/30/2019,DEMI,5,0,,
8/30/2019,JOMA,1,0.105,,
8/30/2019,JOMA,2,0.027,,
8/30/2019,JOMA,3,0.005,,
8/30/2019,JOMA,4,0.041,,
8/30/2019,JOMA,5,0.065,,
8/30/2019,PRCR,1,0.048,,
8/30/2019,PRCR,2,0.041,,
8/30/2019,PRCR,3,0,,
8/30/2019,PRCR,4,0.017,,
8/30/2019,PRCR,5,0.002,,
8/30/2019,PRCR,6,0,,
8/30/2019,RIST,1,0.002,,
8/30/2019,RIST,2,0.028,,
8/30/2019,RIST,3,0.013,,
8/30/2019,RIST,4,0.019,,
8/30/2019,RIST,5,0.017,,
8/30/2019,RIST,6,0.073,,
9/6/2019,AUCA,1,0.272,,
9/6/2019,AUCA,2,0.062,,
9/6/2019,AUCA,3,0.031,,
9/6/2019,AUCA,4,0.117,,
9/6/2019,AUCA,5,0.082,,
9/6/2019,AUCA,6,0.043,,
9/6/2019,BACA,1,0.095,,
9/6/2019,BACA,2,0.043,,
9/6/2019,BACA,3,0.206,,
9/6/2019,BACA,4,0.125,,
9/6/2019,BACA,5,0.056,,
9/6/2019,BACA,6,0.13,,
9/6/2019,BIVA,1,0.039,,
9/6/2019,BIVA,2,0.072,,
9/6/2019,BIVA,3,0.043,,
9/6/2019,BIVA,4,0.123,,
9/6/2019,BIVA,5,0.145,,
9/6/2019,BIVA,6,0.001,,
9/6/2019,BOWA,1,0.088,,
9/6/2019,BOWA,2,0.113,,
9/6/2019,BOWA,3,0.062,,
9/6/2019,BOWA,4,0.035,,
9/6/2019,BOWA,5,0.05,,
9/6/2019,BOWA,6,0.1,,
9/6/2019,COFR,1,0.051,,
9/6/2019,COFR,2,0.023,2 vials for FT2; neither completely full,moved seccond to 9-10
9/6/2019,COFR,3,0.04,,
9/6/2019,COFR,4,0.187,,
9/6/2019,COFR,5,0.02,,
9/6/2019,COFR,6,0.04,,
9/6/2019,DEMI,1,0.117,,
9/6/2019,DEMI,2,0.179,,
9/6/2019,DEMI,3,0.023,,
9/6/2019,DEMI,4,0.277,,
9/6/2019,DEMI,5,0.145,,
9/6/2019,DEMI,6,0.115,,
9/6/2019,JOMA,1,0.2,,
9/6/2019,JOMA,2,0.023,,
9/6/2019,JOMA,3,0.081,,
9/6/2019,JOMA,4,0.046,,
9/6/2019,JOMA,5,0.038,,
9/6/2019,JOMA,6,0.137,,
9/6/2019,PRCR,1,0.108,,
9/6/2019,PRCR,2,0.085,,
9/6/2019,PRCR,3,0.028,,
9/6/2019,PRCR,4,0.17,,
9/6/2019,PRCR,5,0.011,,
9/6/2019,PRCR,6,0.044,,
9/6/2019,RIST,1,0.028,,
9/6/2019,RIST,2,0.061,,
9/6/2019,RIST,3,0.074,,
9/6/2019,RIST,4,0.089,,
9/6/2019,RIST,5,0.201,,
9/6/2019,RIST,6,0.084,,
9/10/2019,AUCA,1,0.155,,
9/10/2019,AUCA,2,0.078,,
9/10/2019,AUCA,3,0.003,,
9/10/2019,AUCA,4,0.044,,
9/10/2019,AUCA,5,0.039,,
9/10/2019,AUCA,6,0.018,,
9/10/2019,BOWA,1,0.035,,
9/10/2019,BOWA,2,0.069,,
9/10/2019,BOWA,3,0.017,,
9/10/2019,BOWA,4,0.091,,
9/10/2019,BOWA,5,0.034,,
9/10/2019,BOWA,6,0.024,,
9/10/2019,COFR,1,0.019,,
9/10/2019,COFR,2,0.003,,moved from 9-6 to 9-10
9/10/2019,COFR,3,0.047,,
9/10/2019,COFR,4,0.171,,
9/10/2019,COFR,5,0.014,,
9/10/2019,JOMA,1,0.065,,
9/10/2019,JOMA,2,0.018,,
9/10/2019,JOMA,3,0.01,,
9/10/2019,JOMA,4,0.014,,
9/10/2019,JOMA,5,0.068,,
9/10/2019,JOMA,6,0.16,,
9/10/2019,PRCR,1,0.079,,
9/10/2019,PRCR,2,0.039,,
9/10/2019,PRCR,3,0.003,,
9/10/2019,PRCR,4,0.045,,
9/10/2019,PRCR,5,0.018,,
9/10/2019,PRCR,6,0.01,,
9/10/2019,RIST,1,0.029,,
9/10/2019,RIST,2,0.096,,
9/10/2019,RIST,3,0.017,,
9/10/2019,RIST,4,0,,
9/10/2019,RIST,5,0.038,,
9/10/2019,RIST,6,0.022,,
9/11/2019,BACA,1,0.025,,
9/11/2019,BACA,2,0,,
9/11/2019,BACA,3,0.015,,
9/11/2019,BACA,4,0.018,,
9/11/2019,BACA,5,0.004,,
9/11/2019,BACA,6,0,,
9/11/2019,BIVA,1,0.011,,
9/11/2019,BIVA,3,0,,
9/11/2019,BIVA,4,0.072,,
9/11/2019,BIVA,5,0.032,,
9/11/2019,BIVA,6,0.003,,
9/11/2019,BIVA,2,0,,
9/11/2019,DEMI,1,0.051,,
9/11/2019,DEMI,2,0.318,,
9/11/2019,DEMI,3,0.085,,
9/11/2019,DEMI,4,0.027,,
9/11/2019,DEMI,5,0.07,,
9/11/2019,DEMI,6,0.094,,
9/20/2019,AUCA,1,0.101,,
9/20/2019,AUCA,2,0.234,,
9/20/2019,AUCA,3,0.003,,
9/20/2019,AUCA,4,0.063,,
9/20/2019,AUCA,5,0.092,,
9/20/2019,AUCA,6,0,,
9/20/2019,BACA,1,0.04,,
9/20/2019,BACA,2,0,,
9/20/2019,BACA,3,0.05,,
9/20/2019,BACA,4,0.087,,
9/20/2019,BACA,5,0.015,,
9/20/2019,BACA,6,0.11,,
9/20/2019,BIVA,1,0,,
9/20/2019,BIVA,2,0,,
9/20/2019,BIVA,3,0.017,,
9/20/2019,BIVA,4,0.083,,
9/20/2019,BIVA,5,0.006,,
9/20/2019,BIVA,6,0.005,,
9/20/2019,BOWA,1,0.039,,
9/20/2019,BOWA,2,0.007,,
9/20/2019,BOWA,3,0.075,,
9/20/2019,BOWA,5,0.006,,
9/20/2019,BOWA,6,0.04,,
9/20/2019,BOWA,4,0,,
9/20/2019,COFR,1,0.04,,
9/20/2019,COFR,2,0,,
9/20/2019,COFR,3,0.021,,
9/20/2019,COFR,4,0.006,,
9/20/2019,COFR,6,0.018,,
9/20/2019,DEMI,1,0.004,,
9/20/2019,DEMI,2,0.261,,
9/20/2019,DEMI,3,0.02,,
9/20/2019,DEMI,4,0,,
9/20/2019,DEMI,5,0.071,,
9/20/2019,DEMI,6,0.008,,
9/20/2019,JOMA,1,0.061,,
9/20/2019,JOMA,2,0.024,,
9/20/2019,JOMA,3,0.02,,
9/20/2019,JOMA,4,0.104,,
9/20/2019,JOMA,5,0.016,,
9/20/2019,JOMA,6,0.013,,
9/20/2019,PRCR,1,0.053,,
9/20/2019,PRCR,2,0.046,,
9/20/2019,PRCR,4,0.005,,
9/20/2019,PRCR,5,0.004,,
9/20/2019,PRCR,3,0,,
9/20/2019,PRCR,6,0,,
9/20/2019,RIST,1,0.051,,
9/20/2019,RIST,2,0.053,,
9/20/2019,RIST,3,0.043,,
9/20/2019,RIST,4,0.049,,
9/20/2019,RIST,5,0.01,,
9/20/2019,RIST,6,0.281,,
9/28/2019,AUCA,1,0.026,,
9/28/2019,AUCA,2,0.051,,
9/28/2019,AUCA,3,0.012,,
9/28/2019,AUCA,4,0.082,,
9/28/2019,AUCA,5,0.033,,
9/28/2019,AUCA,6,0.039,,
9/28/2019,BACA,1,0.005,,
9/28/2019,BACA,2,0.015,,
9/28/2019,BACA,4,0.007,,
9/28/2019,BACA,5,0,,
9/28/2019,BACA,6,0.009,,
9/28/2019,BIVA,1,0,,
9/28/2019,BIVA,2,0.012,,
9/28/2019,BIVA,3,0.159,,
9/28/2019,BIVA,4,0.005,,
9/28/2019,BIVA,5,0.008,,
9/28/2019,BIVA,6,0.003,,
9/28/2019,BOWA,1,0.184,,
9/28/2019,BOWA,2,0.002,,
9/28/2019,BOWA,3,0.056,,
9/28/2019,BOWA,4,0.398,,
9/28/2019,BOWA,5,0.038,,
9/28/2019,BOWA,6,0.037,,
9/28/2019,COFR,1,0.053,,
9/28/2019,COFR,2,0.004,,
9/28/2019,COFR,4,0.048,,
9/28/2019,COFR,5,0.005,,
9/28/2019,COFR,6,0.01,,
9/28/2019,COFR,3,0,,
9/28/2019,DEMI,1,0.042,,
9/28/2019,DEMI,2,0.101,,
9/28/2019,DEMI,3,0.028,,
9/28/2019,DEMI,4,0.003,,
9/28/2019,DEMI,5,0.047,,
9/28/2019,DEMI,6,0.06,,
9/28/2019,JOMA,1,0.004,,
9/28/2019,JOMA,2,0.007,,
9/28/2019,JOMA,3,0.027,,
9/28/2019,JOMA,4,0,,
9/28/2019,JOMA,5,0.001,,
9/28/2019,JOMA,6,0.003,,
9/28/2019,PRCR,1,0.007,,
9/28/2019,PRCR,2,0.125,,
9/28/2019,PRCR,3,0,,
9/28/2019,PRCR,4,0.015,,
9/28/2019,PRCR,5,0.024,,
9/28/2019,PRCR,6,0.004,,
9/28/2019,RIST,1,0.013,,
9/28/2019,RIST,2,0.169,,
9/28/2019,RIST,3,0.06,,
9/28/2019,RIST,4,0.068,,
9/28/2019,RIST,5,0.065,,
9/28/2019,RIST,6,0.152,,
10/4/2019,AUCA,1,0.086,,
10/4/2019,AUCA,2,0.023,,
10/4/2019,AUCA,3,0,,
10/4/2019,AUCA,4,0.023,,
10/4/2019,AUCA,5,0.055,,
10/4/2019,AUCA,6,0.007,,
10/4/2019,BIVA,1,0.002,,
10/4/2019,BIVA,2,0.004,,
10/4/2019,BIVA,3,0.012,,
10/4/2019,BIVA,4,0.001,,
10/4/2019,BIVA,5,0.008,,
10/4/2019,BIVA,6,0,,
10/4/2019,BOWA,1,0.008,,
10/4/2019,BOWA,2,0.014,,
10/4/2019,BOWA,3,0.004,,
10/4/2019,BOWA,4,0,,
10/4/2019,BOWA,5,0.008,,
10/4/2019,BOWA,6,0.005,,
10/4/2019,COFR,1,0.005,,
10/4/2019,COFR,2,0.004,,
10/4/2019,COFR,4,0.017,,
10/4/2019,COFR,6,0.011,,
10/4/2019,COFR,3,0,,
10/4/2019,COFR,5,0,,
10/4/2019,DEMI,1,0.006,,
10/4/2019,DEMI,2,0.005,,
10/4/2019,DEMI,3,0.01,,
10/4/2019,DEMI,4,0.003,,
10/4/2019,DEMI,5,0.014,,
10/4/2019,DEMI,6,0.037,,
10/4/2019,JOMA,1,0,,
10/4/2019,JOMA,4,0.014,,
10/4/2019,JOMA,5,0.005,,
10/4/2019,JOMA,2,0,,
10/4/2019,JOMA,3,0,,
10/4/2019,JOMA,6,0,,
10/4/2019,PRCR,1,0.004,,
10/4/2019,PRCR,2,0.009,,
10/4/2019,PRCR,3,0.005,,
10/4/2019,PRCR,4,0.018,,
10/4/2019,PRCR,6,0.001,,
10/4/2019,PRCR,5,0,,
10/4/2019,RIST,1,0.022,,
10/4/2019,RIST,3,0.034,,
10/4/2019,RIST,5,0.024,,
10/4/2019,RIST,6,0.011,,
10/4/2019,RIST,2,0,,
10/4/2019,RIST,4,0,,
10/12/2019,AUCA,1,0.034,,
10/12/2019,AUCA,2,0.005,,
10/12/2019,AUCA,3,0.003,,
10/12/2019,AUCA,4,0.018,,
10/12/2019,AUCA,5,0.061,,
10/12/2019,AUCA,6,0,,
10/12/2019,BACA,3,0.015,,
10/12/2019,BACA,6,0.012,,
10/12/2019,BACA,1,0,,
10/12/2019,BACA,4,0,,
10/12/2019,BACA,5,0,,
10/12/2019,BIVA,1,0.019,,
10/12/2019,BIVA,2,0.014,,
10/12/2019,BIVA,3,0.158,,
10/12/2019,BIVA,4,0.006,,
10/12/2019,BIVA,5,0.051,,
10/12/2019,BIVA,6,0.027,,
10/12/2019,BOWA,1,0.013,,
10/12/2019,BOWA,2,0.019,,
10/12/2019,BOWA,3,0.012,,
10/12/2019,BOWA,4,0.013,,
10/12/2019,BOWA,5,0,,
10/12/2019,BOWA,6,0.024,,
10/12/2019,COFR,1,0.008,,
10/12/2019,COFR,2,0,,
10/12/2019,COFR,4,0.013,,
10/12/2019,COFR,2,0,,
10/12/2019,COFR,5,0,,
10/12/2019,COFR,6,0,,
10/12/2019,DEMI,1,0,,
10/12/2019,DEMI,2,0.016,,
10/12/2019,DEMI,3,0,,
10/12/2019,DEMI,5,0,,
10/12/2019,DEMI,6,0.004,,
10/12/2019,DEMI,4,0,,
10/12/2019,JOMA,4,0.001,,
10/12/2019,JOMA,6,0.01,,
10/12/2019,JOMA,1,0,,
10/12/2019,JOMA,2,0,,
10/12/2019,JOMA,3,0,,
10/12/2019,JOMA,5,0,,
10/12/2019,PRCR,1,0.047,,
10/12/2019,PRCR,2,0.083,,
10/12/2019,PRCR,3,0.004,,
10/12/2019,PRCR,4,0.01,,
10/12/2019,PRCR,5,0.003,,
10/12/2019,PRCR,6,0.017,,
10/12/2019,RIST,2,0.022,,
10/12/2019,RIST,3,0.015,,
10/12/2019,RIST,4,0,,
10/12/2019,RIST,5,0.174,,
10/12/2019,RIST,6,0.161,,
10/12/2019,RIST,1,0,,
10/20/2019,AUCA,1,0.058,,
10/20/2019,AUCA,2,0.035,,
10/20/2019,AUCA,3,0.005,,
10/20/2019,AUCA,4,0.025,,
10/20/2019,AUCA,5,0.022,,
10/20/2019,AUCA,6,0.022,,
10/20/2019,BACA,1,0,,
10/20/2019,BACA,4,0,,
10/20/2019,BACA,5,0,,
10/20/2019,BACA,6,0,,
10/20/2019,BIVA,1,0.006,,
10/20/2019,BIVA,3,0.014,,
10/20/2019,BIVA,4,0.002,,
10/20/2019,BIVA,5,0.026,,
10/20/2019,BIVA,6,0,,
10/20/2019,BIVA,2,0,,
10/20/2019,BOWA,1,0.095,,
10/20/2019,BOWA,2,0.012,,
10/20/2019,BOWA,3,0.018,,
10/20/2019,BOWA,5,0.002,,
10/20/2019,BOWA,6,0.012,,
10/20/2019,BOWA,4,0,,
10/20/2019,COFR,1,0.014,,
10/20/2019,COFR,2,0,,
10/20/2019,COFR,6,0.017,,
10/20/2019,COFR,3,0,,
10/20/2019,COFR,4,0,,
10/20/2019,COFR,5,0,,
10/20/2019,DEMI,2,0.004,,
10/20/2019,DEMI,3,0.001,,
10/20/2019,DEMI,6,0.006,,
10/20/2019,DEMI,1,0,,
10/20/2019,DEMI,4,0,,
10/20/2019,DEMI,5,0,,
10/20/2019,JOMA,5,0.003,,
10/20/2019,JOMA,1,0,,
10/20/2019,JOMA,2,0,,
10/20/2019,JOMA,3,0,,
10/20/2019,JOMA,4,0,,
10/20/2019,JOMA,6,0,,
10/20/2019,PRCR,1,0.007,,
10/20/2019,PRCR,2,0.003,,
10/20/2019,PRCR,4,0.015,,
10/20/2019,PRCR,5,0.006,,
10/20/2019,PRCR,6,0,,
10/20/2019,PRCR,3,0,,
10/20/2019,RIST,1,0,,
10/20/2019,RIST,2,0.007,,
10/20/2019,RIST,3,0.029,,
10/20/2019,RIST,4,0.001,,
10/20/2019,RIST,5,0.017,,
10/20/2019,RIST,6,0.333,,
10/26/2019,AUCA,1,0.057,,
10/26/2019,AUCA,2,0.031,,
10/26/2019,AUCA,3,0.038,,
10/26/2019,AUCA,4,0.006,,
10/26/2019,AUCA,5,0.022,,
10/26/2019,AUCA,6,0.009,,
10/26/2019,BACA,3,0.002,,
10/26/2019,BACA,4,0.034,,
10/26/2019,BACA,6,0,,
10/26/2019,BACA,1,0,,
10/26/2019,BACA,5,0,,
10/26/2019,BIVA,1,0,,
10/26/2019,BIVA,2,0.007,,
10/26/2019,BIVA,3,0.009,,
10/26/2019,BIVA,4,0,,
10/26/2019,BIVA,5,0.019,,
10/26/2019,BIVA,6,0.004,,
10/26/2019,BOWA,1,0.007,,
10/26/2019,BOWA,2,0.037,,
10/26/2019,BOWA,3,0.019,,
10/26/2019,BOWA,4,0,,
10/26/2019,BOWA,5,0.023,,
10/26/2019,BOWA,6,0.003,,
10/26/2019,COFR,2,0,,
10/26/2019,COFR,3,0.004,,
10/26/2019,COFR,1,0,,
10/26/2019,COFR,4,0,,
10/26/2019,COFR,5,0,,
10/26/2019,COFR,6,0,,
10/26/2019,DEMI,1,0.002,,
10/26/2019,DEMI,2,0.009,,
10/26/2019,DEMI,4,0.004,,
10/26/2019,DEMI,5,0.005,,
10/26/2019,DEMI,6,0.016,,
10/26/2019,DEMI,3,0,,
10/26/2019,JOMA,3,0.001,,
10/26/2019,JOMA,1,0,,
10/26/2019,JOMA,2,0,,
10/26/2019,JOMA,4,0,,
10/26/2019,JOMA,5,0,,
10/26/2019,JOMA,6,0,,
10/26/2019,PRCR,1,0.006,,
10/26/2019,PRCR,2,0.008,,
10/26/2019,PRCR,3,0.004,,
10/26/2019,PRCR,4,0.003,,
10/26/2019,PRCR,5,0,,
10/26/2019,PRCR,6,0.009,,
10/26/2019,RIST,1,0.002,,
10/26/2019,RIST,2,0.042,,
10/26/2019,RIST,3,0.073,,
10/26/2019,RIST,4,0.004,,
10/26/2019,RIST,5,0.052,,
10/26/2019,RIST,6,0.07,,
11/2/2019,AUCA,1,0.236,,
11/2/2019,AUCA,2,0.031,,
11/2/2019,AUCA,3,0.094,,
11/2/2019,AUCA,4,0.07,,
11/2/2019,AUCA,5,0.052,,
11/2/2019,AUCA,6,0.001,,
11/2/2019,BACA,1,0,,
11/2/2019,BACA,3,0.007,,
11/2/2019,BACA,5,0.055,,
11/2/2019,BACA,2,0,,
11/2/2019,BACA,4,0,,
11/2/2019,BACA,6,0,,
11/2/2019,BIVA,1,0,,
11/2/2019,BIVA,2,0.001,,
11/2/2019,BIVA,3,0.009,,
11/2/2019,BIVA,4,0.001,,
11/2/2019,BIVA,6,0.021,,
11/2/2019,BIVA,5,0,,
11/2/2019,BOWA,1,0.111,,
11/2/2019,BOWA,2,0.082,,
11/2/2019,BOWA,3,0.022,,
11/2/2019,BOWA,4,0.026,,
11/2/2019,BOWA,5,0.19,,
11/2/2019,BOWA,6,0,,
11/2/2019,COFR,2,0,,
11/2/2019,COFR,3,0.02,,
11/2/2019,COFR,4,0.003,,
11/2/2019,COFR,6,0.036,,
11/2/2019,COFR,1,0,,
11/2/2019,COFR,5,0,,
11/2/2019,DEMI,1,0.013,,
11/2/2019,DEMI,2,0.006,,
11/2/2019,DEMI,3,0.035,,
11/2/2019,DEMI,4,0.012,,
11/2/2019,DEMI,5,0.014,,
11/2/2019,DEMI,6,0.018,,
11/2/2019,JOMA,2,0.001,,
11/2/2019,JOMA,3,0.003,,
11/2/2019,JOMA,4,0.056,,
11/2/2019,JOMA,1,0,,
11/2/2019,JOMA,5,0,,
11/2/2019,JOMA,6,0,,
11/2/2019,PRCR,1,0.003,,
11/2/2019,PRCR,2,0.028,,
11/2/2019,PRCR,3,0.007,appears to contain wood frass,totally right. removed wood frass
11/2/2019,PRCR,4,0.005,,
11/2/2019,PRCR,5,0,,
11/2/2019,PRCR,6,0.013,,
11/2/2019,RIST,1,0.006,,
11/2/2019,RIST,2,0.208,,
11/2/2019,RIST,3,0.197,,
11/2/2019,RIST,4,0.072,,
11/2/2019,RIST,5,0.052,,
11/2/2019,RIST,6,0.051,,
11/11/2019,AUCA,1,0.484,,
11/11/2019,AUCA,2,0.027,,
11/11/2019,AUCA,3,0.1,,
11/11/2019,AUCA,4,0.039,,
11/11/2019,AUCA,5,0.057,,
11/11/2019,AUCA,6,0.029,,
11/11/2019,BACA,1,0.011,,
11/11/2019,BACA,3,0.048,,
11/11/2019,BACA,4,0.008,,
11/11/2019,BACA,6,0.139,,
11/11/2019,BIVA,1,0.001,,
11/11/2019,BIVA,4,0.002,,
11/11/2019,BIVA,6,0.01,,
11/11/2019,BIVA,2,0,,
11/11/2019,BIVA,3,0,,
11/11/2019,BIVA,5,0,,
11/11/2019,BOWA,1,0.017,,
11/11/2019,BOWA,2,0.175,,
11/11/2019,BOWA,3,0.034,,
11/11/2019,BOWA,4,0.022,,
11/11/2019,BOWA,6,0.027,,
11/11/2019,COFR,1,0.007,,
11/11/2019,COFR,3,0.041,,
11/11/2019,COFR,4,0.007,,
11/11/2019,COFR,5,0.007,,
11/11/2019,COFR,6,0,,
11/11/2019,JOMA,1,0.003,,
11/11/2019,JOMA,2,0.004,,
11/11/2019,JOMA,3,0.002,,
11/11/2019,JOMA,4,0.032,,
11/11/2019,JOMA,5,0.004,,
11/11/2019,JOMA,6,0.005,,
11/11/2019,PRCR,1,0.149,,
11/11/2019,PRCR,2,0.023,,
11/11/2019,PRCR,3,0,,
11/11/2019,PRCR,4,0.033,,
11/11/2019,PRCR,5,0.006,,
11/11/2019,PRCR,6,0.006,,
11/11/2019,RIST,1,0.011,,
11/11/2019,RIST,2,0.123,,
11/11/2019,RIST,3,0.338,,
11/11/2019,RIST,4,0.064,,
11/11/2019,RIST,5,0.175,,
11/11/2019,RIST,6,0.104,,
11/16/2019,AUCA,1,0.029,,
11/16/2019,AUCA,2,0.004,,
11/16/2019,AUCA,3,0.103,,
11/16/2019,AUCA,4,0,,
11/16/2019,AUCA,5,0,,
11/16/2019,BACA,4,0.001,,
11/16/2019,BACA,1,0,,
11/16/2019,BACA,5,0,,
11/16/2019,BACA,6,0,,
11/16/2019,BIVA,3,0,,
11/16/2019,BIVA,1,0,,
11/16/2019,BIVA,2,0,,
11/16/2019,BIVA,4,0,,
11/16/2019,BIVA,6,0,,
11/16/2019,BOWA,1,0,,
11/16/2019,BOWA,2,0.005,,
11/16/2019,BOWA,3,0.001,,
11/16/2019,BOWA,3,0,,
11/16/2019,BOWA,4,0,,
11/16/2019,BOWA,6,0,,
11/16/2019,COFR,2,0,,
11/16/2019,COFR,3,0.014,,
11/16/2019,COFR,4,0.006,,
11/16/2019,COFR,6,0.001,,
11/16/2019,DEMI,3,0.024,,
11/16/2019,DEMI,6,0.024,,
11/16/2019,DEMI,1,0,,
11/16/2019,DEMI,2,0,,
11/16/2019,DEMI,4,0,,
11/16/2019,DEMI,5,0,,
11/16/2019,JOMA,2,0,,
11/16/2019,JOMA,1,0,,
11/16/2019,JOMA,4,0,,
11/16/2019,JOMA,5,0,,
11/16/2019,JOMA,6,0,,
11/16/2019,PRCR,1,0.021,,
11/16/2019,PRCR,4,0.013,,
11/16/2019,PRCR,6,0,,
11/16/2019,PRCR,3,0,,
11/16/2019,PRCR,5,0,,
11/16/2019,RIST,4,0.006,,
11/16/2019,RIST,1,0,,
11/16/2019,RIST,2,0,,
11/16/2019,RIST,3,0,,
11/16/2019,RIST,6,0,,
11/23/2019,AUCA,1,0.019,,
11/23/2019,AUCA,2,0.003,,
11/23/2019,AUCA,3,0.008,,
11/23/2019,AUCA,4,0.018,,
11/23/2019,AUCA,5,0.048,,
11/23/2019,AUCA,6,0.015,,
11/23/2019,BACA,1,0,,
11/23/2019,BACA,2,0.001,,
11/23/2019,BACA,3,0.122,,
11/23/2019,BACA,4,0.016,,
11/23/2019,BACA,5,0.001,,
11/23/2019,BACA,6,0.069,,
11/23/2019,BIVA,1,0.001,,
11/23/2019,BIVA,2,0,,
11/23/2019,BIVA,3,0.008,,
11/23/2019,BIVA,4,0.007,,
11/23/2019,BIVA,5,0.015,,
11/23/2019,BIVA,6,0,,
11/23/2019,BOWA,1,0.007,,
11/23/2019,BOWA,2,0.017,,
11/23/2019,BOWA,3,0.012,,
11/23/2019,BOWA,4,0.38,,
11/23/2019,BOWA,5,0.037,,
11/23/2019,BOWA,6,0.003,,
11/23/2019,COFR,1,0.003,,
11/23/2019,COFR,2,0.003,,
11/23/2019,COFR,3,0.002,,
11/23/2019,COFR,4,0.028,,
11/23/2019,COFR,5,0.004,,
11/23/2019,DEMI,1,0.004,,
11/23/2019,DEMI,2,0.008,,
11/23/2019,DEMI,4,0.029,,
11/23/2019,DEMI,6,0.013,,
11/23/2019,JOMA,1,0.004,,
11/23/2019,JOMA,2,0.003,,
11/23/2019,JOMA,4,0.002,,
11/23/2019,JOMA,5,0,,
11/23/2019,JOMA,6,0,,
11/23/2019,PRCR,1,0.033,,
11/23/2019,PRCR,2,0.072,,
11/23/2019,PRCR,4,0.026,,
11/23/2019,PRCR,5,0,,
11/23/2019,PRCR,6,0.006,,
11/23/2019,RIST,1,0.014,,
11/23/2019,RIST,2,0.029,,
11/23/2019,RIST,3,0.019,,
11/23/2019,RIST,4,0.001,,
