Date,Site,Trap,Mass,Notes,QA/QC
11/23/2019,RIST,5,0.058,appears to contain wood frass,removed wood frass
11/23/2019,RIST,6,0.008,,
11/30/2019,AUCA,1,0.087,,
11/30/2019,AUCA,2,0.014,,
11/30/2019,AUCA,3,0.018,,
11/30/2019,AUCA,4,0.022,,
11/30/2019,AUCA,5,0.159,,
11/30/2019,AUCA,6,0.008,,
11/30/2019,BACA,1,0,,
11/30/2019,BACA,2,0.001,,
11/30/2019,BACA,4,0.01,,
11/30/2019,BACA,5,0.014,,
11/30/2019,BACA,6,0.087,,
11/30/2019,BIVA,2,0.001,,
11/30/2019,BIVA,3,0.002,,
11/30/2019,BIVA,6,0.005,,
11/30/2019,BOWA,1,0,,
11/30/2019,BOWA,2,0.025,,
11/30/2019,BOWA,3,0.024,,
11/30/2019,BOWA,4,0.05,doesn't appear to be normal frass,removed wood frass
11/30/2019,BOWA,5,0.028,,
11/30/2019,BOWA,6,0.006,,
11/30/2019,COFR,2,0,,
11/30/2019,COFR,4,0.001,,
11/30/2019,COFR,5,0.011,,
11/30/2019,COFR,6,0.007,,
11/30/2019,DEMI,1,0,,
11/30/2019,DEMI,2,0.023,,
11/30/2019,DEMI,3,0.005,,
11/30/2019,DEMI,4,0.005,,
11/30/2019,DEMI,5,0,,
11/30/2019,DEMI,6,0.022,,
11/30/2019,JOMA,1,0.009,,
11/30/2019,JOMA,2,0,,
11/30/2019,JOMA,3,0.002,,
11/30/2019,JOMA,4,0.002,,
11/30/2019,JOMA,5,0.003,,
11/30/2019,JOMA,6,0,,
11/30/2019,PRCR,1,0.006,,
11/30/2019,PRCR,2,0.04,,
11/30/2019,PRCR,3,0.011,,
11/30/2019,PRCR,4,0.015,,
11/30/2019,PRCR,5,0.003,,
11/30/2019,PRCR,6,0.001,,
11/30/2019,RIST,1,0.009,,
11/30/2019,RIST,2,0.028,,
11/30/2019,RIST,3,0.019,,
11/30/2019,RIST,4,0.024,,
11/30/2019,RIST,5,0.063,,
11/30/2019,RIST,6,0.014,,
12/7/2019,AUCA,1,0.018,appears to contain ash,pass
12/7/2019,AUCA,3,0.006,,
12/7/2019,AUCA,4,0.004,,
12/7/2019,AUCA,5,0.001,appears to be wood frass,mostly removed
12/7/2019,AUCA,6,0.008,,
12/7/2019,BACA,2,0,,
12/7/2019,BACA,3,0,,
12/7/2019,BACA,4,0.008,,
12/7/2019,BACA,5,0,,
12/7/2019,BACA,6,0.005,appears to contain wood frass,mostly removed
12/7/2019,BIVA,1,0,,
12/7/2019,BIVA,3,0.006,,
12/7/2019,BIVA,5,0.032,appears to contain poop from other insect,removed some
12/7/2019,BIVA,2,0,,
12/7/2019,BOWA,1,0.002,,
12/7/2019,BOWA,2,0.03,appears to contain poop from other insect,pass
12/7/2019,BOWA,3,0.013,,
12/7/2019,BOWA,4,0,appears to contain wood frass,removed
12/7/2019,BOWA,5,0.026,,
12/7/2019,BOWA,6,0.007,,
12/7/2019,COFR,1,0.006,,
12/7/2019,COFR,3,0.001,,
12/7/2019,COFR,4,0.002,,
12/7/2019,COFR,6,0.003,,
12/7/2019,DEMI,1,0.041,,
12/7/2019,DEMI,2,0.019,,
12/7/2019,DEMI,3,0.021,,
12/7/2019,DEMI,4,0.001,,
12/7/2019,DEMI,6,0.006,,
12/7/2019,JOMA,1,0.001,,
12/7/2019,JOMA,2,0.004,,
12/7/2019,JOMA,4,0.004,,
12/7/2019,JOMA,5,0.002,,
12/7/2019,JOMA,6,0.001,,
12/7/2019,PRCR,1,0.014,,
12/7/2019,PRCR,2,0.027,,
12/7/2019,PRCR,3,0.002,,
12/7/2019,PRCR,4,0.053,,
12/7/2019,PRCR,6,0.001,,
12/7/2019,RIST,1,0.003,,
12/7/2019,RIST,2,0.015,,
12/7/2019,RIST,3,0.014,appears to contain poop from other insect,removed some and reweighed
12/7/2019,RIST,4,0.002,,
12/7/2019,RIST,5,0.029,,
12/7/2019,RIST,6,0.003,,
12/11/2019,AUCA,1,0.015,,
12/11/2019,AUCA,2,0.009,,
12/11/2019,AUCA,3,0,,
12/11/2019,AUCA,4,0.007,,
12/11/2019,AUCA,5,0.003,appears to be wood frass,removed most
12/11/2019,AUCA,6,0.006,,
12/11/2019,BACA,1,0.001,,
12/11/2019,BACA,2,0,,
12/11/2019,BACA,3,0.002,,
12/11/2019,BACA,4,0.015,,
12/11/2019,BACA,5,0,,
12/11/2019,BIVA,2,0.004,,
12/11/2019,BIVA,3,0.002,,
12/11/2019,BIVA,4,0,,
12/11/2019,BIVA,5,0.002,,
12/11/2019,BIVA,6,0.004,,
12/11/2019,BOWA,1,0,,
12/11/2019,BOWA,3,0.023,,
12/11/2019,BOWA,4,0.252,,
12/11/2019,BOWA,5,0.025,,
12/11/2019,BOWA,6,0.003,,
12/11/2019,COFR,1,0.009,,
12/11/2019,COFR,2,0.003,,
12/11/2019,COFR,3,0,,
12/11/2019,COFR,4,0.007,,
12/11/2019,DEMI,1,0.002,,
12/11/2019,DEMI,2,0.026,,
12/11/2019,DEMI,3,0.022,,
12/11/2019,DEMI,4,0,,
12/11/2019,DEMI,6,0.01,,
12/11/2019,JOMA,2,0,,
12/11/2019,JOMA,4,0.008,,
12/11/2019,JOMA,5,0,,
12/11/2019,PRCR,1,0.013,,
12/11/2019,PRCR,2,0.002,,
12/11/2019,PRCR,3,0,,
12/11/2019,PRCR,4,0.004,,
12/11/2019,PRCR,5,0.004,,
12/11/2019,PRCR,6,0.004,,
12/11/2019,RIST,1,0.004,,
12/11/2019,RIST,2,0.029,,
12/11/2019,RIST,3,0.002,,
12/11/2019,RIST,4,0.004,,
12/11/2019,RIST,5,0.012,,
12/11/2019,RIST,6,0.007,,
12/21/2019,BACA,1,0,"2 vials for FT1, neither completely full",removed one
12/21/2019,BACA,5,0.02,,
12/21/2019,BACA,2,0,,
12/21/2019,BACA,3,0,,
12/21/2019,COFR,1,0.009,,
12/21/2019,COFR,2,0.004,,
12/21/2019,COFR,3,0.002,,
12/21/2019,COFR,4,0.019,,
12/21/2019,COFR,5,0,,
12/21/2019,COFR,6,0,,
12/21/2019,JOMA,1,0.005,,
12/21/2019,JOMA,2,0.023,,
12/21/2019,JOMA,3,0.008,,
12/21/2019,JOMA,4,0,doesn't appear to be frass,pass
12/21/2019,JOMA,5,0.006,,
12/21/2019,JOMA,6,0,,
12/31/2019,BACA,1,0,,
12/31/2019,BACA,2,0.003,,
12/31/2019,BACA,4,0.033,,
12/31/2019,BACA,6,0.03,,
12/31/2019,BACA,3,0,,
12/31/2019,BACA,5,0,,
12/31/2019,BIVA,4,0.013,,
12/31/2019,BIVA,5,0.002,,
12/31/2019,BIVA,6,0.006,,
12/31/2019,BOWA,1,0.026,,
12/31/2019,BOWA,2,0.001,,
12/31/2019,BOWA,3,0.002,,
12/31/2019,BOWA,4,0.005,,
12/31/2019,BOWA,5,0.026,,
12/31/2019,BOWA,6,0.015,,
12/31/2019,COFR,1,0.024,,
12/31/2019,COFR,2,0,,
12/31/2019,COFR,3,0.006,,
12/31/2019,COFR,4,0.029,,
12/31/2019,COFR,5,0,,
12/31/2019,JOMA,1,0.003,,
12/31/2019,JOMA,2,0.003,,
12/31/2019,JOMA,3,0,,
12/31/2019,JOMA,4,0.003,,
12/31/2019,JOMA,5,0,,
12/31/2019,PRCR,1,0.01,,
12/31/2019,PRCR,2,0.003,,
12/31/2019,PRCR,3,0.003,,
12/31/2019,PRCR,4,0.007,,
12/31/2019,PRCR,5,0,,
12/31/2019,PRCR,6,0.014,,
12/31/2019,RIST,1,0.002,,
12/31/2019,RIST,2,0.002,,
12/31/2019,RIST,3,0.003,,
12/31/2019,RIST,4,0,,
12/31/2019,RIST,5,0.01,,
12/31/2019,RIST,6,0,,
1/5/2020,AUCA,1,0.025,,
1/5/2020,AUCA,2,0.007,,
1/5/2020,AUCA,3,0.004,,
1/5/2020,AUCA,4,0.009,,
1/5/2020,AUCA,5,0.002,,
1/5/2020,AUCA,6,0.028,,
1/5/2020,BACA,1,0,,
1/5/2020,BACA,2,0.002,,
1/5/2020,BACA,3,0,,
1/5/2020,BACA,4,0.02,,
1/5/2020,BACA,6,0.024,appears to contain wood frass,removed and reweighed
1/5/2020,BIVA,4,0,,
1/5/2020,BIVA,5,0.004,,
1/5/2020,BIVA,6,0.003,,
1/5/2020,BOWA,1,0.009,,
1/5/2020,BOWA,2,0.001,appears to contain wood frass,removed most
1/5/2020,BOWA,3,0.012,,
1/5/2020,BOWA,4,0,appears to be wood frass,removed all
1/5/2020,BOWA,5,0.005,,
1/5/2020,COFR,1,0.005,,
1/5/2020,COFR,2,0,,
1/5/2020,COFR,3,0.004,,
1/5/2020,COFR,4,0.023,,
1/5/2020,COFR,5,0.004,,
1/5/2020,DEMI,1,0.023,,
1/5/2020,DEMI,2,0.034,,
1/5/2020,DEMI,3,0.026,,
1/5/2020,DEMI,4,0.028,,
1/5/2020,DEMI,5,0.028,,
1/5/2020,DEMI,6,0.04,,
1/5/2020,JOMA,1,0.004,,
1/5/2020,JOMA,5,0.002,,
1/5/2020,JOMA,6,0.001,,
1/5/2020,PRCR,1,0.002,,
1/5/2020,PRCR,2,0.005,,
1/5/2020,PRCR,3,0,,
1/5/2020,PRCR,4,0,,
1/5/2020,PRCR,6,0.003,,
1/5/2020,RIST,1,0.004,,
1/5/2020,RIST,3,0.007,,
1/5/2020,RIST,5,0.01,appears to contain wood frass,removed some
1/5/2020,RIST,6,0.001,,
1/10/2020,AUCA,1,0.012,,
1/10/2020,AUCA,2,0.003,,
1/10/2020,AUCA,3,0.003,appears to contain poop from other insect,pass
1/10/2020,AUCA,6,0.004,,
1/10/2020,BIVA,1,0,,
1/10/2020,BIVA,3,0.007,,
1/10/2020,BIVA,4,0.003,,
1/10/2020,BIVA,5,0,,
1/10/2020,BIVA,6,0,,
1/10/2020,BOWA,1,0.01,,
1/10/2020,BOWA,2,0.005,,
1/10/2020,BOWA,3,0.006,,
1/10/2020,BOWA,4,0,appears to be wood frass,removed
1/10/2020,BOWA,5,0.012,,
1/10/2020,COFR,1,0.001,,
1/10/2020,COFR,2,0,,
1/10/2020,COFR,3,0,,
1/10/2020,COFR,4,0.006,,
1/10/2020,COFR,5,0,,
1/10/2020,DEMI,1,0.019,,
1/10/2020,DEMI,2,0.012,,
1/10/2020,DEMI,3,0,,
1/10/2020,DEMI,5,0.007,,
1/10/2020,DEMI,6,0.003,,
1/10/2020,JOMA,1,0,,
1/10/2020,JOMA,3,0,,
1/10/2020,PRCR,1,0.002,,
1/10/2020,PRCR,2,0,,
1/10/2020,PRCR,3,0,,
1/10/2020,PRCR,4,0.019,,
1/10/2020,PRCR,5,0,,
1/10/2020,PRCR,6,0.001,,
1/10/2020,RIST,3,0.009,,
1/10/2020,RIST,5,0.012,,
1/10/2020,RIST,6,0.004,,
1/12/2020,BACA,1,0,,
1/12/2020,BACA,2,0,,
1/12/2020,BACA,3,0.004,,
1/12/2020,BACA,4,0.08,,
1/12/2020,BACA,5,0,,
1/12/2020,BACA,6,0.024,appears to contain wood frass,removed and reweighed
1/17/2020,AUCA,1,0.071,,
1/17/2020,AUCA,2,0.014,,
1/17/2020,AUCA,3,0,,
1/17/2020,AUCA,4,0.009,,
1/17/2020,AUCA,5,0,,
1/17/2020,AUCA,6,0.017,,
1/17/2020,BIVA,1,0.004,,
1/17/2020,BIVA,2,0,,
1/17/2020,BIVA,3,0.008,,
1/17/2020,BIVA,4,0.001,appears to contain wood frass,removed
1/17/2020,BIVA,5,0.015,,
1/17/2020,BIVA,6,0.005,,
1/17/2020,BOWA,1,0.005,,
1/17/2020,BOWA,2,0.016,appears to contain wood frass,removed some and reweighed
1/17/2020,BOWA,3,0.032,,
1/17/2020,BOWA,4,0.016,appears to contain wood frass,removed some and reweighed
1/17/2020,BOWA,5,0.011,appears to contain wood frass,removed some and reweighed
1/17/2020,BOWA,6,0.003,,
1/17/2020,COFR,1,0.007,appears to contain poop from other insect,pass
1/17/2020,COFR,2,0.003,,
1/17/2020,COFR,4,0.004,,
1/17/2020,COFR,5,0.012,,
1/17/2020,COFR,6,0.011,,
1/17/2020,DEMI,1,0,,
1/17/2020,DEMI,2,0.021,,
1/17/2020,DEMI,3,0.024,appears to contain wood frass,removed some and reweighed
1/17/2020,DEMI,4,0.15,,
1/17/2020,DEMI,5,0.002,,
1/17/2020,DEMI,6,0.003,appears to contain wood frass,removed some and reweighed
1/17/2020,JOMA,1,0.23,appears to contain wood frass,removed some and reweighed
1/17/2020,JOMA,2,0.005,,
1/17/2020,JOMA,4,0.019,doesn't appear to be lep frass,removed
1/17/2020,JOMA,5,0,,
1/17/2020,PRCR,1,0.01,,
1/17/2020,PRCR,2,0.014,appears to contain wood frass,removed and reweighed
1/17/2020,PRCR,3,0.006,,
1/17/2020,PRCR,4,0.027,,
1/17/2020,PRCR,5,0,,
1/17/2020,PRCR,6,0.003,,
1/17/2020,RIST,2,0.051,,
1/17/2020,RIST,4,0.016,,
1/17/2020,RIST,5,0.036,,
1/17/2020,RIST,6,0.017,,
1/18/2020,BACA,2,0.02,,
1/18/2020,BACA,4,0.056,,
1/18/2020,BACA,5,0.001,,
1/18/2020,BACA,6,0,appears to be wood frass,removed
1/24/2020,AUCA,1,0.029,,
1/24/2020,AUCA,2,0,,
1/24/2020,AUCA,5,0,,
1/24/2020,AUCA,6,0.002,,
1/24/2020,BACA,1,0,,
1/24/2020,BACA,3,0,,
1/24/2020,BACA,4,0.03,,
1/24/2020,BACA,6,0,appears to be wood frass,removed
1/24/2020,BACA,5,0,,
1/24/2020,BIVA,1,0,,
1/24/2020,BIVA,2,0.002,,
1/24/2020,BIVA,3,0.004,,
1/24/2020,BIVA,4,0.009,,
1/24/2020,BIVA,5,0.005,,
1/24/2020,BIVA,6,0.002,,
1/24/2020,BOWA,1,0.007,,
1/24/2020,BOWA,2,0,,
1/24/2020,BOWA,3,0.008,appears to be wood frass,removed and reweighed
1/24/2020,BOWA,6,0,,
1/24/2020,COFR,1,0.014,,
1/24/2020,COFR,2,0,,
1/24/2020,COFR,3,0,,
1/24/2020,COFR,4,0.003,,
1/24/2020,COFR,5,0,,
1/24/2020,COFR,6,0,,
1/24/2020,DEMI,2,0.003,,
1/24/2020,DEMI,3,0,appears to contain plant material,zero so skipped
1/24/2020,DEMI,4,0.029,,
1/24/2020,DEMI,6,0.001,,
1/24/2020,DEMI,5,0,,
1/24/2020,JOMA,1,0.001,,
1/24/2020,JOMA,3,0,appears to be wood frass,removed
1/24/2020,JOMA,4,0,,
1/24/2020,JOMA,5,0,,
1/24/2020,JOMA,6,0.003,,
1/24/2020,JOMA,2,0,,
1/24/2020,PRCR,1,0.002,,
1/24/2020,PRCR,2,0.003,,
1/24/2020,PRCR,4,0.01,,
1/24/2020,PRCR,6,0,,
1/24/2020,RIST,2,0.007,,
1/24/2020,RIST,3,0.011,,
1/24/2020,RIST,4,0.011,,
1/24/2020,RIST,5,0.008,,
1/24/2020,RIST,6,0.004,,
1/31/2020,AUCA,1,0.166,,
1/31/2020,AUCA,3,0.001,,
1/31/2020,AUCA,5,0.002,,
1/31/2020,BIVA,2,0,,
1/31/2020,BIVA,3,0.005,,
1/31/2020,BIVA,5,0.007,,
1/31/2020,BIVA,6,0.012,,
1/31/2020,BOWA,2,0.001,,
1/31/2020,BOWA,3,0.001,,
1/31/2020,BOWA,4,0,,
1/31/2020,BOWA,5,0.002,,
1/31/2020,COFR,1,0.019,,
1/31/2020,COFR,3,0,,
1/31/2020,COFR,4,0.007,,
1/31/2020,COFR,5,0,,
1/31/2020,COFR,2,0,,
1/31/2020,COFR,6,0,,
1/31/2020,DEMI,1,0,,
1/31/2020,DEMI,2,0,,
1/31/2020,DEMI,3,0.004,,
1/31/2020,DEMI,4,0.105,,
1/31/2020,DEMI,6,0.004,,
1/31/2020,JOMA,1,0.004,,
1/31/2020,JOMA,2,0,,
1/31/2020,JOMA,4,0.012,,
1/31/2020,JOMA,6,0.008,,
1/31/2020,PRCR,3,0.005,,
1/31/2020,PRCR,4,0.023,,
1/31/2020,PRCR,5,0,,
1/31/2020,RIST,1,0.001,,
1/31/2020,RIST,2,0.002,,
1/31/2020,RIST,3,0.003,,
1/31/2020,RIST,4,0,,
1/31/2020,RIST,5,0.002,,
1/31/2020,RIST,6,0.002,,
2/1/2020,BACA,2,0,,
2/1/2020,BACA,4,0.053,,
2/1/2020,BACA,5,0,,
2/1/2020,BACA,6,0.003,,
2/8/2020,BACA,2,0.004,,
2/9/2020,BACA,1,0,,
2/9/2020,BACA,2,0.025,,
2/9/2020,BACA,3,0.001,,
2/9/2020,BACA,4,0.019,,
2/9/2020,BACA,5,0,,
2/9/2020,BIVA,1,0.004,,
2/9/2020,BIVA,2,0,,
2/9/2020,BIVA,3,0.005,,
2/9/2020,BIVA,4,0,,
2/9/2020,BIVA,5,0.002,,
2/9/2020,BIVA,6,0.007,,
2/9/2020,BOWA,1,0.003,,
2/9/2020,BOWA,2,0.001,,
2/9/2020,BOWA,3,0.018,,
2/9/2020,BOWA,4,0,appears to not be frass,zero so skipped
2/9/2020,BOWA,5,0,,
2/9/2020,BOWA,6,0.003,,
2/9/2020,COFR,1,0.02,,
2/9/2020,COFR,2,0.01,,
2/9/2020,COFR,3,0.017,,
2/9/2020,COFR,4,0.021,,
2/9/2020,COFR,5,0.002,,
2/9/2020,COFR,6,0,,
2/9/2020,DEMI,2,0.005,,
2/9/2020,DEMI,3,0.002,,
2/9/2020,DEMI,4,0.033,,
2/9/2020,DEMI,5,0.003,,
2/9/2020,DEMI,6,0.002,,
2/9/2020,JOMA,1,0,,
2/9/2020,JOMA,2,0.001,appears to contain plant material,removed seed and reweighed
2/9/2020,JOMA,3,0.002,,
2/9/2020,JOMA,4,0,,
2/9/2020,JOMA,5,0.012,,
2/9/2020,JOMA,6,0,,
2/9/2020,PRCR,2,0,,
2/9/2020,PRCR,3,0.009,,
2/9/2020,PRCR,4,0.005,appears to contain poop from other insect,pass
2/9/2020,PRCR,1,0,,
2/9/2020,PRCR,5,0,,
2/9/2020,PRCR,6,0,,
2/9/2020,RIST,1,0.002,doesn't appear to be frass,pass
2/9/2020,RIST,2,0.001,appears to contain plant material,pass
2/9/2020,RIST,3,0,,
2/9/2020,RIST,4,0.002,,
2/9/2020,RIST,5,0.003,,
2/9/2020,RIST,6,0.012,,
2/14/2020,AUCA,1,0.017,,
2/14/2020,AUCA,2,0.005,,
2/14/2020,AUCA,3,0.005,,
2/14/2020,AUCA,4,0.002,,
2/14/2020,AUCA,5,0.023,,
2/14/2020,AUCA,6,0.004,,
2/14/2020,BACA,3,0,,
2/14/2020,BACA,4,0.011,,
2/14/2020,BACA,6,0.001,,
2/14/2020,BACA,5,0,,
2/14/2020,BIVA,1,0,,
2/14/2020,BIVA,2,0.002,,
2/14/2020,BIVA,3,0.006,appears to contain poop from other insect,pass
2/14/2020,BIVA,5,0.001,,
2/14/2020,BIVA,6,0.003,,
2/14/2020,BIVA,4,0,,
2/14/2020,BOWA,3,0.008,,
2/14/2020,BOWA,4,0,,
2/14/2020,BOWA,1,0,,
2/14/2020,BOWA,2,0,,
2/14/2020,BOWA,5,0,,
2/14/2020,BOWA,6,0,,
2/14/2020,COFR,3,0,,
2/14/2020,COFR,4,0.003,,
2/14/2020,COFR,6,0,,
2/14/2020,COFR,2,0,,
2/14/2020,COFR,5,0,,
2/14/2020,DEMI,1,0,,
2/14/2020,DEMI,3,0.001,,
2/14/2020,DEMI,4,0,,
2/14/2020,DEMI,5,0,,
2/14/2020,DEMI,6,0,,
2/14/2020,JOMA,1,0.002,,
2/14/2020,JOMA,3,0.004,appears to contain wood frass,removed and reweighed
2/14/2020,JOMA,6,0.022,,
2/14/2020,PRCR,1,0.007,appears to contian poop from other insect,pass
2/14/2020,PRCR,2,0,,
2/14/2020,PRCR,3,0.011,,
2/14/2020,PRCR,4,0,"appears to be plant material, not frass",zero so skipped
2/14/2020,PRCR,5,0,,
2/14/2020,PRCR,6,0,,
2/14/2020,RIST,1,0,,
2/14/2020,RIST,2,0,,
2/14/2020,RIST,3,0.008,,
2/14/2020,RIST,5,0,,
2/14/2020,RIST,6,0.014,,
2/14/2020,RIST,4,0,,
2/21/2020,AUCA,4,0,,
2/21/2020,AUCA,3,0,,
2/21/2020,AUCA,5,0,,
2/21/2020,AUCA,6,0,,
2/21/2020,BACA,1,0.001,,
2/21/2020,BACA,4,0.037,,
2/21/2020,BACA,6,0.008,,
2/21/2020,BACA,2,0,,
2/21/2020,BACA,4,0,,
2/21/2020,BACA,5,0,,
2/21/2020,BIVA,1,0.003,,
2/21/2020,BIVA,3,0.002,,
2/21/2020,BIVA,6,0.008,,
2/21/2020,COFR,1,0.003,,
2/21/2020,COFR,3,0,,
2/21/2020,COFR,4,0.004,,
2/21/2020,COFR,6,0.007,,
2/21/2020,COFR,5,0,,
2/21/2020,DEMI,4,0.019,,
2/21/2020,DEMI,5,0.003,,
2/21/2020,DEMI,6,0.004,,
2/21/2020,DEMI,1,0,,
2/21/2020,DEMI,3,0,,
2/21/2020,JOMA,1,0.002,,
2/21/2020,JOMA,2,0,,
2/21/2020,JOMA,3,0,,
2/21/2020,JOMA,6,0,,
2/21/2020,JOMA,4,0,,
2/21/2020,JOMA,5,0,,
2/21/2020,PRCR,1,0.003,,
2/21/2020,PRCR,2,0.001,,
2/21/2020,PRCR,4,0.009,,
2/21/2020,PRCR,3,0,,
2/21/2020,PRCR,5,0,,
2/21/2020,PRCR,6,0,,
2/21/2020,RIST,4,0,,
2/21/2020,RIST,5,0.004,,
2/21/2020,RIST,6,0.003,,
2/21/2020,RIST,1,0,,
2/21/2020,RIST,2,0,,
2/21/2020,RIST,3,0,,
2/28/2020,AUCA,1,0.003,appears to contain plant material,pass
2/28/2020,AUCA,2,0.006,,
2/28/2020,AUCA,4,0.013,,
2/28/2020,AUCA,5,0,,
2/28/2020,AUCA,6,0,,
2/28/2020,AUCA,3,0,,
2/28/2020,BACA,2,0.002,,
2/28/2020,BACA,3,0,,
2/28/2020,BACA,4,0.015,,
2/28/2020,BACA,6,0.008,,
2/28/2020,BACA,1,0,,
2/28/2020,BACA,5,0,,
2/28/2020,BIVA,2,0.003,,
2/28/2020,BIVA,3,0.035,,
2/28/2020,BIVA,5,0.008,appears to contain poop from other insect,pass
2/28/2020,BIVA,6,0.002,,
2/28/2020,BOWA,1,0.006,,
2/28/2020,BOWA,2,0.002,,
2/28/2020,BOWA,3,0,appears to contain poop from other insect,removed
2/28/2020,BOWA,4,0.001,,
2/28/2020,BOWA,5,0,,
2/28/2020,BOWA,6,0,,
2/28/2020,COFR,1,0.002,,
2/28/2020,COFR,2,0,,
2/28/2020,COFR,3,0.002,,
2/28/2020,COFR,4,0.013,,
2/28/2020,COFR,5,0,,
2/28/2020,COFR,6,0.003,,
2/28/2020,DEMI,1,0.005,,
2/28/2020,DEMI,2,0,appears to contain plant material,zero so skipped
2/28/2020,DEMI,3,0.001,,
2/28/2020,DEMI,4,0.001,,
2/28/2020,DEMI,5,0,,
2/28/2020,DEMI,6,0,appears to contain poop from other insect,probably mouse. made zero but kept in jar
2/28/2020,JOMA,1,0,,
2/28/2020,JOMA,2,0.003,,
2/28/2020,JOMA,3,0,appers to contain poop from other insect,probably mouse. made zero but kept in jar
2/28/2020,JOMA,4,0.003,,
2/28/2020,JOMA,5,0,,
2/28/2020,JOMA,6,0,,
2/28/2020,PRCR,1,0.007,,
2/28/2020,PRCR,2,0.005,,
2/28/2020,PRCR,4,0.06,,
2/28/2020,PRCR,5,0,,
2/28/2020,PRCR,6,0,,
2/28/2020,PRCR,3,0,,
2/28/2020,RIST,2,0.023,appears to contain poop from other insect,pass
2/28/2020,RIST,3,0,,
2/28/2020,RIST,4,0.001,,
2/28/2020,RIST,5,0.024,,
2/28/2020,RIST,1,0,,
2/28/2020,RIST,6,0,,
